text,sentiment
"Purchased on Feb 9th, USB DEAD on March 13th DO NOT BUY",negative
"Nice sheets and priced well, but keeps slipping off my mattress when I elevate the mattress.",neutral
I love the pods but the coffee doesn't have much flavor,neutral
"Total fraud! These ultrasonic repellers are a waste of money. I've been using them for 2 weeks now, and mosquitos are even on top of the unit. First I thought I had to be patient, but I think 2 weeks is enough. I originally wanted the product to repell mosquitos, but as I said, they're right on top of the unit and all over my small patio.",negative
"The quality of the lens is good, but the bulbs are garbage. They made the harley hyper flash. And no, it wasn't because the bulbs were in the wrong spots (bike uses different bulbs for the rear than the front). Replaced then with name brand amber bulbs and it fixed it. Might of just been my order. But something good to know.",neutral
My kids love these rings! Good quality. Gave them something fun to do.,positive
"I ordered a size larger and they were still too tight. The outfit is cute but too slimline for a ""healthy"" sized child 😉.",negative
The launcher broke after 3 weeks.,negative
Honestly takes way too long for the ink to dry on these labels. I am using a OEM HP black ink cartridge and HP Envy xxx printer. standard stuff. Won't be buying these again just for that reason.,neutral
"Listed as a set of two. bought it, and only one showed up even though the sticker said: ""set of two"". Filed for a replacement. They sent 1, labeled as a set of two.",negative
they get the teeth brushed,neutral
inexpensive. still holding up.,neutral
I got the 6 foot tree and fit perfect for an apartment. Be away 6 foot means including the stand and the long top piece that the angel or star sits on. It fluffed out well but will need to vacuum before and after assembly.,positive
"I like the round, O shape tong from the Prepworks by Progressive Appetizer Tongs, hate the square one in that set. I like the spoon shape tong from Prepworks by Progressive Vegetable Tongs, hate the spiky one from that set. So why cant I buy a set of the round O shape and the spoon shape together? Call it whatever you like. Call it The Only Good Tongs by Progressive. I hate the square and spiky tongs and resent having to buy them just to get a good round or spoon shape tong. If you sold the round O and spoon shape together I would buy lots of them. As it is, I am putting in a large order today to a different seller who offers the round O shape one by itself. Only two stars for making me buy the useless square and spiky tongs to get the good ones. You can't grip anything with the square and spiky tongs.",negative
